jersey,team,name,position,match_id,phase_label,phase_start,phase_end,scan_count,total_minutes,awi_per_minute,coverage_pct,hbd_mean_deg,hbd_n_frames,scan_forward_pct,scan_lateral_pct,scan_blindside_pct,n_classified_scans,pre_pass_awi,pre_pass_scan_pct,n_passes_tracked
21,0,Tim Skarke,STZ,FCU-FCB,1st half,2790583,2940975,0,0.0,0.0,0.0,,0,,,,0,,,0
33,0,Alex Král,DMZ,FCU-FCB,1st half,2790583,2940975,0,0.0,0.0,0.0,,0,,,,0,,,0
39,0,Derrick Arthur Köhn,LV,FCU-FCB,1st half,2790583,2940975,0,0.0,0.0,0.0,,0,,,,0,,,0
1,1,Manuel Peter Neuer,TW,FCU-FCB,2nd half,2989542,3143459,521,51.31,10.15,1.0,12.14,153918,0.9866,0.0096,0.0038,521,9.18,0.0692,17
2,1,Dayotchanculle Oswald Upamecano,IVR,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
4,1,Jonathan Glao Tah,IVL,FCU-FCB,2nd half,2989542,3143459,653,51.31,12.73,1.0,17.16,153918,0.9908,0.0092,0.0,653,12.57,0.0667,63
6,1,Joshua Walter Kimmich,DMR,FCU-FCB,2nd half,2989542,3143459,579,51.31,11.29,0.4773,15.73,73461,1.0,0.0,0.0,579,21.39,0.111,23
7,1,Serge David Gnabry,ZO,FCU-FCB,2nd half,2989542,3143459,353,51.31,6.88,0.641,16.44,98656,0.9802,0.017,0.0028,353,9.0,0.0615,8
8,1,Leon Christoph Goretzka,DML,FCU-FCB,2nd half,2989542,3143459,1034,51.31,20.15,1.0,19.75,153918,0.9874,0.0097,0.0029,1034,18.29,0.079,21
9,1,Harry Edward Kane,STZ,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
14,1,Luis Fernando Díaz Marulanda,OLM,FCU-FCB,2nd half,2989542,3143459,751,51.31,14.64,0.9973,16.15,153498,0.9893,0.0093,0.0013,751,17.14,0.071,21
17,1,Michael Akpovie Olise,ORM,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
27,1,Konrad Laimer,RV,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
44,1,Josip Stanišić,LV,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
3,1,Minjae Kim,,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
23,1,Sacha Boey,,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
40,1,Jonas Kurt Urbig,,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
47,1,David Michael Santos Daiber,,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
48,1,Leon Klanac,,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
11,1,Nicolas Jackson,STZ,FCU-FCB,2nd half,2989542,3143459,318,51.31,6.2,0.3523,19.15,54229,0.9843,0.0063,0.0094,318,20.0,0.0773,3
20,1,Tom Bischof,RV,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
42,1,Lennart Karl,ZO,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
45,1,Aleksandar Pavlović,DML,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
1,0,Frederik Riis Rønnow,TW,FCU-FCB,2nd half,2989542,3143459,213,51.31,4.15,1.0,15.35,153918,0.9624,0.0376,0.0,213,2.77,0.0135,13
4,0,Diogo Filipe Monteiro Pinto Leite,IVL,FCU-FCB,2nd half,2989542,3143459,816,51.31,15.9,1.0,18.4,153918,0.9865,0.0123,0.0012,816,19.2,0.0773,15
5,0,Danilho Raimundo Doekhi,IVR,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
6,0,Aljoscha Kemlein,DMZ,FCU-FCB,2nd half,2989542,3143459,1123,51.31,21.89,1.0,18.56,153918,0.9786,0.0151,0.0062,1123,29.14,0.1429,7
7,0,Oliver Jasen Burke,STR,FCU-FCB,2nd half,2989542,3143459,298,51.31,5.81,0.2591,18.28,39885,0.9765,0.0134,0.0101,298,20.0,0.076,3
8,0,Rani Khedira,HL,FCU-FCB,2nd half,2989542,3143459,306,51.31,5.96,0.6734,15.73,103653,0.9739,0.0131,0.0131,306,9.82,0.0902,11
10,0,Ilyas Ansah,STL,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
13,0,András Schäfer,HR,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
14,0,Leopold Querfeld,IVZ,FCU-FCB,2nd half,2989542,3143459,577,51.31,11.25,1.0,18.3,153918,0.9896,0.0104,0.0,577,9.82,0.0545,11
15,0,Tom Alexander Rothe,DLM,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
19,0,Janik Haberer,DRM,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
9,0,Livan Baha Burcu,,FCU-FCB,2nd half,2989542,3143459,757,51.31,14.75,0.9995,16.79,153834,0.9974,0.0026,0.0,757,,,0
25,0,Carl Klaus,,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
27,0,Marin Ljubicic,,FCU-FCB,2nd half,2989542,3143459,674,51.31,13.14,0.6737,16.55,103693,0.9674,0.0193,0.0134,674,,,0
34,0,Stanley Pierre Nsoki,,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
11,0,Wooyeong Jeong,RM,FCU-FCB,2nd half,2989542,3143459,126,51.31,2.46,0.1738,18.39,26749,0.9841,0.0159,0.0,126,,,0
18,0,Josip Juranovic,DRM,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
21,0,Tim Skarke,STZ,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
33,0,Alex Král,DMZ,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
39,0,Derrick Arthur Köhn,LV,FCU-FCB,2nd half,2989542,3143459,0,0.0,0.0,0.0,,0,,,,0,,,0
